,VTTS ($/min),WTP ($),city_ID,city_name,cost_delta ($),cost_uam ($),dist_range,distance,inc_range,income,mode,purpose,trip_cost_m ($),trip_time_m (min),trip_time_saved (min),trip_time_uam (min),uam_pax_trips,uam_pkt,uam_ticket_cost,uam_utilization,uam_vehicle_trips,vertiport_density
88,4.25,-2488.8294705811354,3.0,Moscow,-2580.121206309819,91.29173572868386,[198. 242.],220.0,[390000. 494000.],442000.0,personal_vehicle,business,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
89,4.25,-2354.044884178806,3.0,Moscow,-2462.22161990749,108.17673572868385,[242. 286.],264.0,[390000. 494000.],442000.0,personal_vehicle,business,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
90,0.0625,-37.924140939981214,3.0,Moscow,-49.01212666866506,11.08798572868385,[ 0. 22.],11.0,[    0. 26000.],13000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
91,0.0625,-33.25223167783907,3.0,Moscow,-52.78271740652292,19.53048572868385,[22. 44.],33.0,[    0. 26000.],13000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
92,0.0625,-28.228826267150165,3.0,Moscow,-56.20181199583402,27.972985728683852,[44. 66.],55.0,[    0. 26000.],13000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
93,0.0625,-23.250001048157454,3.0,Moscow,-59.665486776841306,36.41548572868385,[66. 88.],77.0,[    0. 26000.],13000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
94,0.0625,-18.31482159103765,3.0,Moscow,-63.1728073197215,44.85798572868385,[ 88. 110.],99.0,[    0. 26000.],13000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
95,0.0625,-10.975817504613776,3.0,Moscow,-68.49755323329762,57.52173572868385,[110. 154.],132.0,[    0. 26000.],13000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
96,0.0625,-0.6272670619921286,3.0,Moscow,-75.03400279067598,74.40673572868386,[154. 198.],176.0,[    0. 26000.],13000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
97,0.0625,9.857944858512717,3.0,Moscow,-81.43379087017115,91.29173572868386,[198. 242.],220.0,[    0. 26000.],13000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
98,0.0625,20.34315677901757,3.0,Moscow,-87.83357894966628,108.17673572868385,[242. 286.],264.0,[    0. 26000.],13000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
99,0.1875,-126.09102150794362,3.0,Moscow,-137.17900723662748,11.08798572868385,[ 0. 22.],11.0,[26000. 52000.],39000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
100,0.1875,-120.7052910975172,3.0,Moscow,-140.23577682620106,19.53048572868385,[22. 44.],33.0,[26000. 52000.],39000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
101,0.1875,-114.26507224145051,3.0,Moscow,-142.23805797013438,27.972985728683852,[44. 66.],55.0,[26000. 52000.],39000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
102,0.1875,-107.95859396047237,3.0,Moscow,-144.37407968915622,36.41548572868385,[66. 88.],77.0,[26000. 52000.],39000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
103,0.1875,-101.78305296511296,3.0,Moscow,-146.64103869379682,44.85798572868385,[ 88. 110.],99.0,[26000. 52000.],39000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
104,0.1875,-92.71103676984133,3.0,Moscow,-150.23277249852518,57.52173572868385,[110. 154.],132.0,[26000. 52000.],39000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
105,0.1875,-78.9253801939764,3.0,Moscow,-153.33211592266025,74.40673572868386,[154. 198.],176.0,[26000. 52000.],39000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
106,0.1875,-64.72973918446186,3.0,Moscow,-156.0214749131457,91.29173572868386,[198. 242.],220.0,[26000. 52000.],39000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
107,0.1875,-50.5340981749473,3.0,Moscow,-158.71083390363117,108.17673572868385,[242. 286.],264.0,[26000. 52000.],39000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
108,0.3125,-214.25790207590606,3.0,Moscow,-225.34588780458992,11.08798572868385,[ 0. 22.],11.0,[52000. 78000.],65000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
109,0.3125,-208.15835051719534,3.0,Moscow,-227.6888362458792,19.53048572868385,[22. 44.],33.0,[52000. 78000.],65000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
110,0.3125,-200.3013182157508,3.0,Moscow,-228.27430394443465,27.972985728683852,[44. 66.],55.0,[52000. 78000.],65000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
111,0.3125,-192.66718687278725,3.0,Moscow,-229.0826726014711,36.41548572868385,[66. 88.],77.0,[52000. 78000.],65000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
112,0.3125,-185.25128433918826,3.0,Moscow,-230.1092700678721,44.85798572868385,[ 88. 110.],99.0,[52000. 78000.],65000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
113,0.3125,-174.4462560350689,3.0,Moscow,-231.96799176375276,57.52173572868385,[110. 154.],132.0,[52000. 78000.],65000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
114,0.3125,-157.22349332596067,3.0,Moscow,-231.63022905464453,74.40673572868386,[154. 198.],176.0,[52000. 78000.],65000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
115,0.3125,-139.31742322743642,3.0,Moscow,-230.60915895612027,91.29173572868386,[198. 242.],220.0,[52000. 78000.],65000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
116,0.3125,-121.4113531289122,3.0,Moscow,-229.58808885759606,108.17673572868385,[242. 286.],264.0,[52000. 78000.],65000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
117,0.43749999999999994,-302.42478264386847,3.0,Moscow,-313.51276837255233,11.08798572868385,[ 0. 22.],11.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
118,0.43749999999999994,-295.6114099368735,3.0,Moscow,-315.14189566555734,19.53048572868385,[22. 44.],33.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
119,0.43749999999999994,-286.3375641900511,3.0,Moscow,-314.310549918735,27.972985728683852,[44. 66.],55.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
120,0.43749999999999994,-277.37577978510217,3.0,Moscow,-313.791265513786,36.41548572868385,[66. 88.],77.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
121,0.43749999999999994,-268.71951571326355,3.0,Moscow,-313.5775014419474,44.85798572868385,[ 88. 110.],99.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
122,0.43749999999999994,-256.18147530029637,3.0,Moscow,-313.7032110289802,57.52173572868385,[110. 154.],132.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
123,0.43749999999999994,-235.5216064579449,3.0,Moscow,-309.92834218662875,74.40673572868386,[154. 198.],176.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
124,0.43749999999999994,-213.90510727041098,3.0,Moscow,-305.1968429990948,91.29173572868386,[198. 242.],220.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
125,0.43749999999999994,-192.28860808287703,3.0,Moscow,-300.4653438115609,108.17673572868385,[242. 286.],264.0,[ 78000. 104000.],91000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
126,0.5625,-390.5916632118309,3.0,Moscow,-401.67964894051477,11.08798572868385,[ 0. 22.],11.0,[104000. 130000.],117000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
127,0.5625,-383.0644693565516,3.0,Moscow,-402.5949550852355,19.53048572868385,[22. 44.],33.0,[104000. 130000.],117000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
128,0.5625,-372.3738101643515,3.0,Moscow,-400.34679589303533,27.972985728683852,[44. 66.],55.0,[104000. 130000.],117000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
129,0.5625,-362.0843726974171,3.0,Moscow,-398.49985842610096,36.41548572868385,[66. 88.],77.0,[104000. 130000.],117000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
130,0.5625,-352.1877470873389,3.0,Moscow,-397.04573281602273,44.85798572868385,[ 88. 110.],99.0,[104000. 130000.],117000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
131,0.5625,-337.916694565524,3.0,Moscow,-395.4384302942078,57.52173572868385,[110. 154.],132.0,[104000. 130000.],117000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
132,0.5625,-313.81971958992915,3.0,Moscow,-388.22645531861303,74.40673572868386,[154. 198.],176.0,[104000. 130000.],117000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
133,0.5625,-288.4927913133856,3.0,Moscow,-379.7845270420695,91.29173572868386,[198. 242.],220.0,[104000. 130000.],117000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
134,0.5625,-263.165863036842,3.0,Moscow,-371.34259876552585,108.17673572868385,[242. 286.],264.0,[104000. 130000.],117000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
135,0.6874999999999999,-478.7585437797933,3.0,Moscow,-489.84652950847715,11.08798572868385,[ 0. 22.],11.0,[130000. 156000.],143000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
136,0.6874999999999999,-470.5175287762297,3.0,Moscow,-490.04801450491357,19.53048572868385,[22. 44.],33.0,[130000. 156000.],143000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
137,0.6874999999999999,-458.4100561386517,3.0,Moscow,-486.3830418673356,27.972985728683852,[44. 66.],55.0,[130000. 156000.],143000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
138,0.6874999999999999,-446.79296560973194,3.0,Moscow,-483.2084513384158,36.41548572868385,[66. 88.],77.0,[130000. 156000.],143000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
139,0.6874999999999999,-435.6559784614141,3.0,Moscow,-480.51396419009797,44.85798572868385,[ 88. 110.],99.0,[130000. 156000.],143000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
140,0.6874999999999999,-419.6519138307515,3.0,Moscow,-477.1736495594353,57.52173572868385,[110. 154.],132.0,[130000. 156000.],143000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
141,0.6874999999999999,-392.1178327219134,3.0,Moscow,-466.52456845059726,74.40673572868386,[154. 198.],176.0,[130000. 156000.],143000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
142,0.6874999999999999,-363.0804753563601,3.0,Moscow,-454.372211085044,91.29173572868386,[198. 242.],220.0,[130000. 156000.],143000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
143,0.6874999999999999,-334.04311799080676,3.0,Moscow,-442.21985371949063,108.17673572868385,[242. 286.],264.0,[130000. 156000.],143000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
144,0.8125,-566.9254243477557,3.0,Moscow,-578.0134100764395,11.08798572868385,[ 0. 22.],11.0,[156000. 182000.],169000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
145,0.8125,-557.9705881959079,3.0,Moscow,-577.5010739245918,19.53048572868385,[22. 44.],33.0,[156000. 182000.],169000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
146,0.8125,-544.4463021129521,3.0,Moscow,-572.419287841636,27.972985728683852,[44. 66.],55.0,[156000. 182000.],169000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
147,0.8125,-531.5015585220469,3.0,Moscow,-567.9170442507308,36.41548572868385,[66. 88.],77.0,[156000. 182000.],169000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
148,0.8125,-519.1242098354894,3.0,Moscow,-563.9821955641733,44.85798572868385,[ 88. 110.],99.0,[156000. 182000.],169000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
149,0.8125,-501.38713309597904,3.0,Moscow,-558.9088688246629,57.52173572868385,[110. 154.],132.0,[156000. 182000.],169000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
150,0.8125,-470.4159458538977,3.0,Moscow,-544.8226815825816,74.40673572868386,[154. 198.],176.0,[156000. 182000.],169000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
151,0.8125,-437.66815939933474,3.0,Moscow,-528.9598951280186,91.29173572868386,[198. 242.],220.0,[156000. 182000.],169000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
152,0.8125,-404.92037294477166,3.0,Moscow,-513.0971086734555,108.17673572868385,[242. 286.],264.0,[156000. 182000.],169000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
153,1.125,-787.3426257676617,3.0,Moscow,-798.4306114963456,11.08798572868385,[ 0. 22.],11.0,[182000. 286000.],234000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
154,1.125,-776.6032367451032,3.0,Moscow,-796.1337224737871,19.53048572868385,[22. 44.],33.0,[182000. 286000.],234000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
155,1.125,-759.5369170487029,3.0,Moscow,-787.5099027773867,27.972985728683852,[44. 66.],55.0,[182000. 286000.],234000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
156,1.125,-743.2730408028342,3.0,Moscow,-779.688526531518,36.41548572868385,[66. 88.],77.0,[182000. 286000.],234000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
157,1.125,-727.7947882706777,3.0,Moscow,-772.6527739993616,44.85798572868385,[ 88. 110.],99.0,[182000. 286000.],234000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
158,1.125,-705.725181259048,3.0,Moscow,-763.2469169877319,57.52173572868385,[110. 154.],132.0,[182000. 286000.],234000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
159,1.125,-666.1612286838583,3.0,Moscow,-740.5679644125422,74.40673572868386,[154. 198.],176.0,[182000. 286000.],234000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
160,1.125,-624.1373695067712,3.0,Moscow,-715.429105235455,91.29173572868386,[198. 242.],220.0,[182000. 286000.],234000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
161,1.125,-582.1135103296839,3.0,Moscow,-690.2902460583678,108.17673572868385,[242. 286.],264.0,[182000. 286000.],234000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
162,1.625,-1140.0101480395115,3.0,Moscow,-1151.0981337681953,11.08798572868385,[ 0. 22.],11.0,[286000. 390000.],338000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
163,1.625,-1126.4154744238158,3.0,Moscow,-1145.9459601524995,19.53048572868385,[22. 44.],33.0,[286000. 390000.],338000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
164,1.625,-1103.6819009459043,3.0,Moscow,-1131.6548866745882,27.972985728683852,[44. 66.],55.0,[286000. 390000.],338000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
165,1.625,-1082.1074124520937,3.0,Moscow,-1118.5228981807777,36.41548572868385,[66. 88.],77.0,[286000. 390000.],338000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
166,1.625,-1061.667713766979,3.0,Moscow,-1106.5256994956628,44.85798572868385,[ 88. 110.],99.0,[286000. 390000.],338000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
167,1.625,-1032.6660583199582,3.0,Moscow,-1090.187794048642,57.52173572868385,[110. 154.],132.0,[286000. 390000.],338000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
168,1.625,-979.3536812117954,3.0,Moscow,-1053.7604169404792,74.40673572868386,[154. 198.],176.0,[286000. 390000.],338000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
169,1.625,-922.4881056786694,3.0,Moscow,-1013.7798414073533,91.29173572868386,[198. 242.],220.0,[286000. 390000.],338000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
170,1.625,-865.6225301455434,3.0,Moscow,-973.7992658742272,108.17673572868385,[242. 286.],264.0,[286000. 390000.],338000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
171,2.125,-1492.6776703113612,3.0,Moscow,-1503.765656040045,11.08798572868385,[ 0. 22.],11.0,[390000. 494000.],442000.0,personal_vehicle,personal,6.159299344000001,42.53359136048486,-705.3350445436994,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
172,2.125,-1476.2277121025284,3.0,Moscow,-1495.758197831212,19.53048572868385,[22. 44.],33.0,[390000. 494000.],442000.0,personal_vehicle,personal,10.474298032,53.74416054675902,-699.6244753574251,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
173,2.125,-1447.8268848431055,3.0,Moscow,-1475.7998705717894,27.972985728683852,[44. 66.],55.0,[390000. 494000.],442000.0,personal_vehicle,personal,14.78929672,70.57866810978153,-688.2899677944026,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
174,2.125,-1420.9417841013535,3.0,Moscow,-1457.3572698300372,36.41548572868385,[66. 88.],77.0,[390000. 494000.],442000.0,personal_vehicle,personal,19.104295408000002,86.69989260566487,-677.6687432985193,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
175,2.125,-1395.5406392632801,3.0,Moscow,-1440.398624991964,44.85798572868385,[ 88. 110.],99.0,[390000. 494000.],442000.0,personal_vehicle,personal,23.419294096,102.12278491158182,-667.7458509926024,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
176,2.125,-1359.6069353808684,3.0,Moscow,-1417.1286711095522,57.52173572868385,[110. 154.],132.0,[390000. 494000.],442000.0,personal_vehicle,personal,29.891792128000002,124.23688178236371,-653.8817541218204,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
