,VTTS ($/min),WTP ($),city_ID,city_name,cost_delta ($),cost_uam ($),dist_range,distance,inc_range,income,mode,purpose,trip_cost_m ($),trip_time_m (min),trip_time_saved (min),trip_time_uam (min),uam_pax_trips,uam_pkt,uam_ticket_cost,uam_utilization,uam_vehicle_trips,vertiport_density
177,2.125,-1292.5461337397326,3.0,Moscow,-1366.9528694684163,74.40673572868386,[154. 198.],176.0,[390000. 494000.],442000.0,personal_vehicle,personal,38.521789504000004,162.7337308483101,-626.3849050558741,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
178,2.125,-1220.8388418505679,3.0,Moscow,-1312.1305775792516,91.29173572868386,[198. 242.],220.0,[390000. 494000.],442000.0,personal_vehicle,personal,47.15178688,203.41716356038765,-596.7014723437966,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
179,2.125,-1149.131549961403,3.0,Moscow,-1257.3082856900867,108.17673572868385,[242. 286.],264.0,[390000. 494000.],442000.0,personal_vehicle,personal,55.78178425600001,244.10059627246517,-567.018039631719,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
180,0.125,-88.42125625976165,3.0,Moscow,-99.5092419884455,11.08798572868385,[ 0. 22.],11.0,[    0. 26000.],13000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
181,0.125,-84.76469071296775,3.0,Moscow,-104.29517644165159,19.53048572868385,[22. 44.],33.0,[    0. 26000.],13000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
182,0.125,-67.7826135941249,3.0,Moscow,-95.75559932280875,27.972985728683852,[44. 66.],55.0,[    0. 26000.],13000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
183,0.125,-64.8815517411826,3.0,Moscow,-101.29703746986645,36.41548572868385,[66. 88.],77.0,[    0. 26000.],13000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
184,0.125,-62.14780769426582,3.0,Moscow,-107.00579342294967,44.85798572868385,[ 88. 110.],99.0,[    0. 26000.],13000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
185,0.125,-58.264866776540586,3.0,Moscow,-115.78660250522444,57.52173572868385,[110. 154.],132.0,[    0. 26000.],13000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
186,0.125,-51.89666465439433,3.0,Moscow,-126.30340038307818,74.40673572868386,[154. 198.],176.0,[    0. 26000.],13000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
187,0.125,-45.22618888848715,3.0,Moscow,-136.51792461717102,91.29173572868386,[198. 242.],220.0,[    0. 26000.],13000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
188,0.125,-38.555713122579974,3.0,Moscow,-146.73244885126383,108.17673572868385,[242. 286.],264.0,[    0. 26000.],13000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
189,0.375,-266.7427249192849,3.0,Moscow,-277.8307106479688,11.08798572868385,[ 0. 22.],11.0,[26000. 52000.],39000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
190,0.375,-255.77302827890324,3.0,Moscow,-275.30351400758707,19.53048572868385,[22. 44.],33.0,[26000. 52000.],39000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
191,0.375,-232.4703643223747,3.0,Moscow,-260.4433500510586,27.972985728683852,[44. 66.],55.0,[26000. 52000.],39000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
192,0.375,-223.76717876354783,3.0,Moscow,-260.18266449223165,36.41548572868385,[66. 88.],77.0,[26000. 52000.],39000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
193,0.375,-215.56594662279747,3.0,Moscow,-260.4239323514813,44.85798572868385,[ 88. 110.],99.0,[26000. 52000.],39000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
194,0.375,-203.91712386962178,3.0,Moscow,-261.4388595983056,57.52173572868385,[110. 154.],132.0,[26000. 52000.],39000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
195,0.375,-184.81251750318302,3.0,Moscow,-259.2192532318669,74.40673572868386,[154. 198.],176.0,[26000. 52000.],39000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
196,0.375,-164.80109020546146,3.0,Moscow,-256.0928259341453,91.29173572868386,[198. 242.],220.0,[26000. 52000.],39000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
197,0.375,-144.78966290773994,3.0,Moscow,-252.96639863642378,108.17673572868385,[242. 286.],264.0,[26000. 52000.],39000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
198,0.625,-445.0641935788083,3.0,Moscow,-456.15217930749213,11.08798572868385,[ 0. 22.],11.0,[52000. 78000.],65000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
199,0.625,-426.7813658448388,3.0,Moscow,-446.31185157352263,19.53048572868385,[22. 44.],33.0,[52000. 78000.],65000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
200,0.625,-397.1581150506245,3.0,Moscow,-425.1311007793083,27.972985728683852,[44. 66.],55.0,[52000. 78000.],65000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
201,0.625,-382.6528057859131,3.0,Moscow,-419.0682915145969,36.41548572868385,[66. 88.],77.0,[52000. 78000.],65000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
202,0.625,-368.98408555132914,3.0,Moscow,-413.842071280013,44.85798572868385,[ 88. 110.],99.0,[52000. 78000.],65000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
203,0.625,-349.56938096270295,3.0,Moscow,-407.0911166913868,57.52173572868385,[110. 154.],132.0,[52000. 78000.],65000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
204,0.625,-317.72837035197165,3.0,Moscow,-392.13510608065553,74.40673572868386,[154. 198.],176.0,[52000. 78000.],65000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
205,0.625,-284.37599152243575,3.0,Moscow,-375.66772725111963,91.29173572868386,[198. 242.],220.0,[52000. 78000.],65000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
206,0.625,-251.02361269289986,3.0,Moscow,-359.2003484215837,108.17673572868385,[242. 286.],264.0,[52000. 78000.],65000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
207,0.8749999999999999,-623.3856622383315,3.0,Moscow,-634.4736479670154,11.08798572868385,[ 0. 22.],11.0,[ 78000. 104000.],91000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
208,0.8749999999999999,-597.7897034107742,3.0,Moscow,-617.3201891394581,19.53048572868385,[22. 44.],33.0,[ 78000. 104000.],91000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
209,0.8749999999999999,-561.8458657788742,3.0,Moscow,-589.8188515075581,27.972985728683852,[44. 66.],55.0,[ 78000. 104000.],91000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
210,0.8749999999999999,-541.5384328082782,3.0,Moscow,-577.9539185369621,36.41548572868385,[66. 88.],77.0,[ 78000. 104000.],91000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
211,0.8749999999999999,-522.4022244798607,3.0,Moscow,-567.2602102085445,44.85798572868385,[ 88. 110.],99.0,[ 78000. 104000.],91000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
212,0.8749999999999999,-495.22163805578407,3.0,Moscow,-552.743373784468,57.52173572868385,[110. 154.],132.0,[ 78000. 104000.],91000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
213,0.8749999999999999,-450.6442232007603,3.0,Moscow,-525.0509589294442,74.40673572868386,[154. 198.],176.0,[ 78000. 104000.],91000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
214,0.8749999999999999,-403.95089283941,3.0,Moscow,-495.2426285680939,91.29173572868386,[198. 242.],220.0,[ 78000. 104000.],91000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
215,0.8749999999999999,-357.2575624780598,3.0,Moscow,-465.4342982067437,108.17673572868385,[242. 286.],264.0,[ 78000. 104000.],91000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
216,1.125,-801.7071308978549,3.0,Moscow,-812.7951166265387,11.08798572868385,[ 0. 22.],11.0,[104000. 130000.],117000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
217,1.125,-768.7980409767098,3.0,Moscow,-788.3285267053936,19.53048572868385,[22. 44.],33.0,[104000. 130000.],117000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
218,1.125,-726.5336165071241,3.0,Moscow,-754.5066022358079,27.972985728683852,[44. 66.],55.0,[104000. 130000.],117000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
219,1.125,-700.4240598306435,3.0,Moscow,-736.8395455593273,36.41548572868385,[66. 88.],77.0,[104000. 130000.],117000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
220,1.125,-675.8203634083924,3.0,Moscow,-720.6783491370762,44.85798572868385,[ 88. 110.],99.0,[104000. 130000.],117000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
221,1.125,-640.8738951488652,3.0,Moscow,-698.3956308775491,57.52173572868385,[110. 154.],132.0,[104000. 130000.],117000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
222,1.125,-583.560076049549,3.0,Moscow,-657.9668117782329,74.40673572868386,[154. 198.],176.0,[104000. 130000.],117000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
223,1.125,-523.5257941563843,3.0,Moscow,-614.8175298850682,91.29173572868386,[198. 242.],220.0,[104000. 130000.],117000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
224,1.125,-463.49151226321976,3.0,Moscow,-571.6682479919036,108.17673572868385,[242. 286.],264.0,[104000. 130000.],117000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
225,1.3749999999999998,-980.028599557378,3.0,Moscow,-991.1165852860619,11.08798572868385,[ 0. 22.],11.0,[130000. 156000.],143000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
226,1.3749999999999998,-939.8063785426451,3.0,Moscow,-959.336864271329,19.53048572868385,[22. 44.],33.0,[130000. 156000.],143000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
227,1.3749999999999998,-891.2213672353737,3.0,Moscow,-919.1943529640575,27.972985728683852,[44. 66.],55.0,[130000. 156000.],143000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
228,1.3749999999999998,-859.3096868530085,3.0,Moscow,-895.7251725816924,36.41548572868385,[66. 88.],77.0,[130000. 156000.],143000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
229,1.3749999999999998,-829.238502336924,3.0,Moscow,-874.0964880656078,44.85798572868385,[ 88. 110.],99.0,[130000. 156000.],143000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
230,1.3749999999999998,-786.5261522419463,3.0,Moscow,-844.0478879706302,57.52173572868385,[110. 154.],132.0,[130000. 156000.],143000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
231,1.3749999999999998,-716.4759288983375,3.0,Moscow,-790.8826646270214,74.40673572868386,[154. 198.],176.0,[130000. 156000.],143000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
232,1.3749999999999998,-643.1006954733585,3.0,Moscow,-734.3924312020424,91.29173572868386,[198. 242.],220.0,[130000. 156000.],143000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
233,1.3749999999999998,-569.7254620483797,3.0,Moscow,-677.9021977770635,108.17673572868385,[242. 286.],264.0,[130000. 156000.],143000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
234,1.625,-1158.3500682169015,3.0,Moscow,-1169.4380539455854,11.08798572868385,[ 0. 22.],11.0,[156000. 182000.],169000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
235,1.625,-1110.8147161085808,3.0,Moscow,-1130.3452018372645,19.53048572868385,[22. 44.],33.0,[156000. 182000.],169000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
236,1.625,-1055.9091179636237,3.0,Moscow,-1083.8821036923075,27.972985728683852,[44. 66.],55.0,[156000. 182000.],169000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
237,1.625,-1018.1953138753739,3.0,Moscow,-1054.6107996040578,36.41548572868385,[66. 88.],77.0,[156000. 182000.],169000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
238,1.625,-982.6566412654557,3.0,Moscow,-1027.5146269941397,44.85798572868385,[ 88. 110.],99.0,[156000. 182000.],169000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
239,1.625,-932.1784093350276,3.0,Moscow,-989.7001450637115,57.52173572868385,[110. 154.],132.0,[156000. 182000.],169000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
240,1.625,-849.3917817471263,3.0,Moscow,-923.7985174758102,74.40673572868386,[154. 198.],176.0,[156000. 182000.],169000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
241,1.625,-762.675596790333,3.0,Moscow,-853.9673325190168,91.29173572868386,[198. 242.],220.0,[156000. 182000.],169000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
242,1.625,-675.9594118335397,3.0,Moscow,-784.1361475622235,108.17673572868385,[242. 286.],264.0,[156000. 182000.],169000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
243,2.25,-1604.15373986571,3.0,Moscow,-1615.2417255943938,11.08798572868385,[ 0. 22.],11.0,[182000. 286000.],234000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
244,2.25,-1538.3355600234197,3.0,Moscow,-1557.8660457521034,19.53048572868385,[22. 44.],33.0,[182000. 286000.],234000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
245,2.25,-1467.628494784248,3.0,Moscow,-1495.6014805129319,27.972985728683852,[44. 66.],55.0,[182000. 286000.],234000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
246,2.25,-1415.4093814312869,3.0,Moscow,-1451.8248671599708,36.41548572868385,[66. 88.],77.0,[182000. 286000.],234000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
247,2.25,-1366.2019885867846,3.0,Moscow,-1411.0599743154685,44.85798572868385,[ 88. 110.],99.0,[182000. 286000.],234000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
248,2.25,-1296.3090520677304,3.0,Moscow,-1353.8307877964141,57.52173572868385,[110. 154.],132.0,[182000. 286000.],234000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
249,2.25,-1181.681413869098,3.0,Moscow,-1256.0881495977817,74.40673572868386,[154. 198.],176.0,[182000. 286000.],234000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
250,2.25,-1061.6128500827685,3.0,Moscow,-1152.9045858114523,91.29173572868386,[198. 242.],220.0,[182000. 286000.],234000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
251,2.25,-941.5442862964395,3.0,Moscow,-1049.7210220251234,108.17673572868385,[242. 286.],264.0,[182000. 286000.],234000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
252,3.25,-2317.4396145038027,3.0,Moscow,-2328.5276002324863,11.08798572868385,[ 0. 22.],11.0,[286000. 390000.],338000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
253,3.25,-2222.3689102871613,3.0,Moscow,-2241.899396015845,19.53048572868385,[22. 44.],33.0,[286000. 390000.],338000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
254,3.25,-2126.3794976972476,3.0,Moscow,-2154.3524834259315,27.972985728683852,[44. 66.],55.0,[286000. 390000.],338000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
255,3.25,-2050.951889520748,3.0,Moscow,-2087.367375249432,36.41548572868385,[66. 88.],77.0,[286000. 390000.],338000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
256,3.25,-1979.8745443009113,3.0,Moscow,-2024.7325300295952,44.85798572868385,[ 88. 110.],99.0,[286000. 390000.],338000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
257,3.25,-1878.918080440055,3.0,Moscow,-1936.4398161687388,57.52173572868385,[110. 154.],132.0,[286000. 390000.],338000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
258,3.25,-1713.3448252642524,3.0,Moscow,-1787.7515609929362,74.40673572868386,[154. 198.],176.0,[286000. 390000.],338000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
259,3.25,-1539.9124553506658,3.0,Moscow,-1631.2041910793496,91.29173572868386,[198. 242.],220.0,[286000. 390000.],338000.0,public_transit,business,14.56126177,321.819030636287,-478.2996052678972,800.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
260,3.25,-1366.4800854370792,3.0,Moscow,-1474.656821165763,108.17673572868385,[242. 286.],264.0,[286000. 390000.],338000.0,public_transit,business,14.56126177,386.1828367635444,-424.9357991406398,811.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
261,4.25,-3030.725489141896,3.0,Moscow,-3041.8134748705797,11.08798572868385,[ 0. 22.],11.0,[390000. 494000.],442000.0,public_transit,business,0.73947807,34.58276126609103,-713.2858746380932,747.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
262,4.25,-2906.4022605509035,3.0,Moscow,-2925.9327462795873,19.53048572868385,[22. 44.],33.0,[390000. 494000.],442000.0,public_transit,business,0.73947807,69.3352856404422,-684.033350263742,753.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
263,4.25,-2785.1305006102466,3.0,Moscow,-2813.1034863389305,27.972985728683852,[44. 66.],55.0,[390000. 494000.],442000.0,public_transit,business,14.56126177,100.11763299118503,-658.7510029129992,758.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
264,4.25,-2686.4943976102086,3.0,Moscow,-2722.9098833388925,36.41548572868385,[66. 88.],77.0,[390000. 494000.],442000.0,public_transit,business,14.56126177,128.82612781472332,-635.5425080894609,764.3686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
265,4.25,-2593.5471000150383,3.0,Moscow,-2638.4050857437223,44.85798572868385,[ 88. 110.],99.0,[390000. 494000.],442000.0,public_transit,business,14.56126177,156.1960801900576,-613.6725557141266,769.8686359041842,0.0,0.0,0.8045,0.0,0.0,120.0
266,4.25,-2461.52710881238,3.0,Moscow,-2519.0488445410638,57.52173572868385,[110. 154.],132.0,[390000. 494000.],442000.0,public_transit,business,14.56126177,195.50960753185944,-582.6090283723247,778.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
267,4.25,-2245.0082366594074,3.0,Moscow,-2319.4149723880914,74.40673572868386,[154. 198.],176.0,[390000. 494000.],442000.0,public_transit,business,14.56126177,257.45522450902956,-531.6634113951546,789.1186359041842,0.0,0.0,0.8045,0.0,0.0,120.0
